source name,source #neur,target name,target #neur,Granger score,corrected p,eid
IRN,23,PARN,34,0.11396525083921309,0.014241301281867801,c4432264-e1ae-446f-8a07-6280abade813
RSPv,49,RSPd,18,0.09423089020529289,1.0,537677fe-1e24-4755-948c-fa4a4e8ecce5
RSPv,23,RSPd,16,0.08940329961083548,1.0,f819d499-8bf7-4da0-a431-15377a8319d5
CA1,82,DG,90,0.08585294128072558,0.014241301281867801,fcd49e34-f07b-441c-b2ac-cb8c462ec5ac
LSr,159,PS,26,0.08133992926634256,0.014241301281867801,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a
VII,19,IRN,29,0.07400894802666139,1.0,9468fa93-21ae-4984-955c-e8402e280c83
TTd,53,ORBvl,111,0.053718878196573686,0.014241301281867801,dd4da095-4a99-4bf3-9727-f735077dba66
ENTl,109,ENTm,22,0.053121332317295794,1.0,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8
AON,54,DP,15,0.05257780483255718,1.0,3f6e25ae-c007-4dc3-aa77-450fd5705046
PIR,55,ACB,14,0.05188957225892162,0.014241301281867801,493170a6-fd94-4ee4-884f-cc018c17eeb9
TTd,53,DP,22,0.05176957727382865,0.014241301281867801,dd4da095-4a99-4bf3-9727-f735077dba66
VISam,16,VISa,31,0.04992914819913917,0.04080898366927816,ecb5520d-1358-434c-95ec-93687ecd1396
DG,16,CA1,23,0.04556575140661403,0.7439740061036935,ecb5520d-1358-434c-95ec-93687ecd1396
PRNr,36,VISa,22,0.044992607900332396,1.0,54238fd6-d2d0-4408-b1a9-d19d24fd29ce
CA1,20,CA3,11,0.043698692724167015,0.014241301281867801,3e6a97d3-3991-49e2-b346-6948cb4580fb
EPv,41,PAA,18,0.04299081459320679,0.014241301281867801,ff4187b5-4176-4e39-8894-53a24b7cf36b
RSPv,28,PPT,15,0.04294740308552979,0.26849669841896906,28338153-4113-485b-835b-91cb96d984f2
MOs,18,MOp,47,0.04258560309391665,0.014241301281867801,9e9c6fc0-4769-4d83-9ea4-b59a1230510e
LSc,22,LSr,31,0.04223158204255647,1.0,d2918f52-8280-43c0-924b-029b2317e62c
AUDp,26,AUDd,18,0.04177883228076127,0.014241301281867801,3f859b5c-e73a-4044-b49e-34bb81e96715
GRN,22,IRN,31,0.04039911812372078,0.014241301281867801,eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0
GRN,15,PGRN,24,0.0402754673457823,0.014241301281867801,e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1
CA1,17,DG,17,0.03782197872537925,1.0,dc962048-89bb-4e6a-96a9-b062a2be1426
TTd,13,DP,20,0.03781929449105061,0.014241301281867801,1191f865-b10a-45c8-9c48-24a980fd9402
ORBvl,139,AON,54,0.03780830342945184,1.0,dfbe628d-365b-461c-a07f-8b9911ba83aa
PS,26,BST,17,0.037268926188258764,0.0927901991890961,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a
RT,20,SSp-ul,12,0.03650589552306238,0.5337351660924321,7622da34-51b6-4661-98ae-a57d40806008
RL,12,CLI,22,0.03563505680292387,0.014241301281867801,e1931de1-cf7b-49af-af33-2ade15e8abe7
SUT,13,V,19,0.03554900493463472,1.0,e349a2e7-50a3-47ca-bc45-20d1899854ec
RSPagl,21,CA1,27,0.03535909506837817,0.014241301281867801,510b1a50-825d-44ce-86f6-9678f5396e02
RSPagl,21,SSp-tr,37,0.03532764088529741,0.014241301281867801,510b1a50-825d-44ce-86f6-9678f5396e02
TTd,13,ORBvl,160,0.035113437551618165,0.014241301281867801,1191f865-b10a-45c8-9c48-24a980fd9402
VeCB,14,MV,103,0.03476386606584511,1.0,41431f53-69fd-4e3b-80ce-ea62e03bf9c7
IRN,31,GRN,22,0.034716967994515055,0.014241301281867801,eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0
SUB,59,CA1,24,0.03456408164680518,0.014241301281867801,111c1762-7908-47e0-9f40-2f2ee55b6505
SUV,31,LAV,29,0.03424444661313152,0.014241301281867801,6668c4a0-70a4-4012-a7da-709660971d7a
ORBm,115,ORBvl,111,0.034020120444715134,0.014241301281867801,dd4da095-4a99-4bf3-9727-f735077dba66
POST,11,SCs,21,0.03387985007683933,0.014241301281867801,fd03d365-91df-41e2-ad81-9e0e4b9f5c7b
MOp,100,CP,57,0.03372034393994574,0.014241301281867801,d2f5a130-b981-4546-8858-c94ae1da75ff
CUL4 5,112,SUV,31,0.033637614772421415,0.014241301281867801,6668c4a0-70a4-4012-a7da-709660971d7a
TTd,53,ORBm,115,0.03331299236009453,0.014241301281867801,dd4da095-4a99-4bf3-9727-f735077dba66
CA1,26,CA3,16,0.03294621485958541,0.014241301281867801,eacc49a9-f3a1-49f1-b87f-0972f90ee837
CA1,29,DG,32,0.03253188350776389,0.014241301281867801,f56194bc-8215-4ae8-bc6a-89781ad8e050
VISli,32,VISpor,23,0.03227726140786059,0.014241301281867801,872ce8ff-9fb3-485c-be00-bc5479e0095b
MOp,47,MOs,18,0.03226766341011832,1.0,9e9c6fc0-4769-4d83-9ea4-b59a1230510e
SCs,21,SCm,79,0.03222643021477193,0.014241301281867801,fd03d365-91df-41e2-ad81-9e0e4b9f5c7b
CENT3,20,CENT2,56,0.0321310321997973,0.1181639124884151,15948667-747b-4702-9d53-354ac70e9119
LAV,29,SUV,31,0.031710501909270786,0.014241301281867801,6668c4a0-70a4-4012-a7da-709660971d7a
CA1,131,CA3,39,0.031689242906864847,0.014241301281867801,1ec23a70-b94b-4e9c-a0df-8c2151da3761
VAL,44,VPM,48,0.03143108044814917,0.014241301281867801,5adab0b7-dfd0-467d-b09d-43cb7ca5d59c
MOp,33,SSp-m,92,0.031426572098414575,0.014241301281867801,e56541a5-a6d5-4750-b1fe-f6b5257bfe7c
SUT,13,PB,12,0.030988898000098176,1.0,e349a2e7-50a3-47ca-bc45-20d1899854ec
PO,150,VPM,39,0.03094521669782154,0.014241301281867801,0802ced5-33a3-405e-8336-b65ebc5cb07c
PB,12,SUT,13,0.029991854006931717,0.014241301281867801,e349a2e7-50a3-47ca-bc45-20d1899854ec
PGRN,16,IRN,25,0.029849594445581933,0.014241301281867801,037d75ca-c90a-43f2-aca6-e86611916779
MOp,51,VPL,48,0.029431639098365277,0.04080898366927816,8c33abef-3d3e-4d42-9f27-445e9def08f9
CUL4 5,112,LAV,29,0.029177640755179746,1.0,6668c4a0-70a4-4012-a7da-709660971d7a
ACAd,35,ACAv,34,0.029124491105801054,0.014241301281867801,d2918f52-8280-43c0-924b-029b2317e62c
PIR,25,EPv,11,0.029059148292275818,0.02767001237569209,aa20388b-9ea3-4506-92f1-3c2be84b85db
PB,59,PPN,36,0.028884974041569277,0.014241301281867801,7dd27c2f-9544-448d-918d-be0f9837b0e0
CA3,37,PA,25,0.028736830244182346,0.014241301281867801,a82800ce-f4e3-4464-9b80-4c3d6fade333
DG,21,CA1,15,0.02869489148254998,1.0,ee40aece-cffd-4edb-a4b6-155f158c666a
CA1,29,CA3,11,0.02814143763736705,0.014241301281867801,f56194bc-8215-4ae8-bc6a-89781ad8e050
ILA,28,DP,49,0.027945409093091317,0.014241301281867801,4d8c7767-981c-4347-8e5e-5d5fffe38534
VISa,58,LP,91,0.027914038300809123,0.014241301281867801,0802ced5-33a3-405e-8336-b65ebc5cb07c
VISa,31,VISam,16,0.027904614205765385,0.014241301281867801,ecb5520d-1358-434c-95ec-93687ecd1396
BST,25,MA,11,0.02784921509026993,0.014241301281867801,81a1dca0-cc90-47c5-afe3-c277319c47c8
MOs,17,LSc,23,0.02782235350513131,0.014241301281867801,113c5b6c-940e-4b21-b462-789b4c2be0e5
ILA,28,ORBm,55,0.027353569708633552,0.014241301281867801,4d8c7767-981c-4347-8e5e-5d5fffe38534
LSr,159,BST,17,0.027310230383253725,0.014241301281867801,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a
LRN,12,IRN,15,0.027211804396882044,0.014241301281867801,c728f6fd-58e2-448d-aefb-a72c637b604c
PAG,17,PRNr,21,0.02715553315136767,0.014241301281867801,16c3667b-e0ea-43fb-9ad4-8dcd1e6c40e1
MARN,23,NOD,29,0.027147027841834842,0.7326859799974674,25d1920e-a2af-4b6c-9f2e-fc6c65576544
IRN,38,MV,68,0.026910836099868427,1.0,32d27583-56aa-4510-bc03-669036edad20
CENT3,20,LAV,41,0.026889195840524596,0.014241301281867801,15948667-747b-4702-9d53-354ac70e9119
DP,49,AON,18,0.026872546702879335,1.0,4d8c7767-981c-4347-8e5e-5d5fffe38534
PB,16,I5,28,0.026831662463609435,1.0,8c2f7f4d-7346-42a4-a715-4d37a5208535
PL,51,ACAd,13,0.026644449655515712,0.014241301281867801,dfbe628d-365b-461c-a07f-8b9911ba83aa
VISa,51,APN,63,0.026509497441766713,0.014241301281867801,2bdf206a-820f-402f-920a-9e86cd5388a4
PARN,24,PB,16,0.02641446855604942,0.014241301281867801,8c2f7f4d-7346-42a4-a715-4d37a5208535
PS,26,LSv,31,0.026230296203398874,0.014241301281867801,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a
ORBvl,111,ORBm,115,0.02614605874439412,0.014241301281867801,dd4da095-4a99-4bf3-9727-f735077dba66
SCm,79,SCs,21,0.026105241446324236,1.0,fd03d365-91df-41e2-ad81-9e0e4b9f5c7b
LSv,19,BST,25,0.025621660129156974,0.014241301281867801,81a1dca0-cc90-47c5-afe3-c277319c47c8
LP,27,CP,47,0.02553536030677964,0.014241301281867801,b39752db-abdb-47ab-ae78-e8608bbf50ed
MRN,35,CA1,31,0.025072085664641697,1.0,caa5dddc-9290-4e27-9f5e-575ba3598614
LSc,22,SF,22,0.024931894704625264,1.0,d2918f52-8280-43c0-924b-029b2317e62c
DP,49,ORBm,55,0.024905478789649448,1.0,4d8c7767-981c-4347-8e5e-5d5fffe38534
IRN,23,MV,32,0.024831888815744895,1.0,c4432264-e1ae-446f-8a07-6280abade813
PRNr,36,VPM,52,0.02474441173724716,0.014241301281867801,54238fd6-d2d0-4408-b1a9-d19d24fd29ce
IRN,41,MDRN,34,0.02472388173956475,0.014241301281867801,fc14c0d6-51cf-48ba-b326-56ed5a9420c3
MDRN,34,IRN,41,0.024563005379185744,0.014241301281867801,fc14c0d6-51cf-48ba-b326-56ed5a9420c3
PB,59,SUT,16,0.024485913492403984,0.0927901991890961,7dd27c2f-9544-448d-918d-be0f9837b0e0
ZI,19,IRN,45,0.024354851212489446,1.0,746d1902-fa59-4cab-b0aa-013be36060d5
DG,16,CA1,28,0.024302908025440138,0.18159949872613312,e2b845a1-e313-4a08-bc61-a5f662ed295e
AIp,21,PIR,92,0.024234889866154293,0.02767001237569209,27ef44c0-acb2-4220-b776-477d0d5abd35
PAA,18,EPv,41,0.024143725581939543,0.014241301281867801,ff4187b5-4176-4e39-8894-53a24b7cf36b
MA,11,SI,16,0.024050369389397114,1.0,9b5a1754-ac99-4d53-97d3-35c2f6638507
VISam,17,VISpm,43,0.023903625870653394,0.014241301281867801,b52182e7-39f6-4914-9717-136db589706e
LSv,31,PS,26,0.02387958448812557,0.014241301281867801,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a
DG,32,CA3,11,0.023586942454882905,0.014241301281867801,f56194bc-8215-4ae8-bc6a-89781ad8e050
PRNr,36,LP,14,0.0235734138354056,0.7667363713035084,54238fd6-d2d0-4408-b1a9-d19d24fd29ce
CENT2,106,LING,22,0.023514986903681562,0.1690267012885918,c46b8def-620d-4d70-9397-be5694255f73
APN,45,LP,20,0.023485994172391122,1.0,0841d188-8ef2-4f20-9828-76a94d5343a4
IRN,42,IP,24,0.023307762043854825,1.0,09394481-8dd2-4d5c-9327-f2753ede92d7
CUL4 5,112,SIM,52,0.023170897652468807,1.0,6668c4a0-70a4-4012-a7da-709660971d7a
ORBvl,82,DP,20,0.023139296895681016,1.0,d33baf74-263c-4b37-a0d0-b79dcb80a764
CP,57,CLA,29,0.023114704370222387,0.014241301281867801,81a78eac-9d36-4f90-a73a-7eb3ad7f770b
MOs,14,MOp,25,0.023058395292074617,0.014241301281867801,5455a21c-1be7-4cae-ae8e-8853a8d5f55e
APN,37,CA1,13,0.023023348794346487,0.014241301281867801,49e0ab27-827a-4c91-bcaa-97eea27a1b8d
IRN,29,VII,19,0.02278765407733232,1.0,9468fa93-21ae-4984-955c-e8402e280c83
SSp-tr,39,AUDv,18,0.022782238225538112,0.6405680536342029,3f859b5c-e73a-4044-b49e-34bb81e96715
CP,109,MOp,33,0.022735833170978242,1.0,e56541a5-a6d5-4750-b1fe-f6b5257bfe7c
PO,56,VPM,78,0.022680457878535024,0.014241301281867801,1a507308-c63a-4e02-8f32-3239a07dc578
CA1,32,DG,32,0.022631473211617115,0.014241301281867801,2bdf206a-820f-402f-920a-9e86cd5388a4
PARN,24,I5,28,0.02260527789696616,0.014241301281867801,8c2f7f4d-7346-42a4-a715-4d37a5208535
SSp-bfd,34,CP,23,0.0224527974953588,0.014241301281867801,25f77e81-c1af-46ab-8686-73ac3d67c4a7
PRNc,39,PPN,43,0.022429656400791833,0.014241301281867801,11163613-a6c9-4975-9586-84dc00481547
SCs,21,POST,11,0.022423996253232742,0.014241301281867801,fd03d365-91df-41e2-ad81-9e0e4b9f5c7b
GRN,45,DCO,12,0.022371839471805294,1.0,aec5d3cc-4bb2-4349-80a9-0395b76f04e2
CENT2,106,IC,85,0.022355790903438963,0.4866405540236666,c46b8def-620d-4d70-9397-be5694255f73
VISpm,43,VISam,17,0.022328418385554438,0.014241301281867801,b52182e7-39f6-4914-9717-136db589706e
PARN,34,MV,32,0.022192566976752436,0.014241301281867801,c4432264-e1ae-446f-8a07-6280abade813
PPN,36,SUT,16,0.022161961820668954,0.014241301281867801,7dd27c2f-9544-448d-918d-be0f9837b0e0
MARN,23,GRN,68,0.022134528977829415,0.014241301281867801,25d1920e-a2af-4b6c-9f2e-fc6c65576544
PARN,34,IRN,23,0.021999910739682757,0.0669952432050093,c4432264-e1ae-446f-8a07-6280abade813
VISa,58,PO,150,0.021990769574394994,0.014241301281867801,0802ced5-33a3-405e-8336-b65ebc5cb07c
SIM,125,IP,27,0.021945095122637346,0.014241301281867801,c4432264-e1ae-446f-8a07-6280abade813
SUV,31,CUL4 5,112,0.021843564752556804,1.0,6668c4a0-70a4-4012-a7da-709660971d7a
LPO,37,PS,26,0.021790793260343673,0.014241301281867801,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a
VISpor,23,VISli,32,0.02169011094660067,0.014241301281867801,872ce8ff-9fb3-485c-be00-bc5479e0095b
IRN,23,SIM,125,0.021675923835822345,0.13104042737534788,c4432264-e1ae-446f-8a07-6280abade813
ORBm,55,AON,18,0.02150000854295674,0.014241301281867801,4d8c7767-981c-4347-8e5e-5d5fffe38534
RSPv,19,RSPagl,17,0.021496419567731864,0.014241301281867801,fa704052-147e-46f6-b190-a65b837e605e
CP,109,SSp-m,92,0.02133472517246402,0.014241301281867801,e56541a5-a6d5-4750-b1fe-f6b5257bfe7c
VM,27,VAL,26,0.021290860288236603,0.014241301281867801,5386aba9-9b97-4557-abcd-abc2da66b863
VISa,22,VPM,52,0.021107311053993053,0.014241301281867801,54238fd6-d2d0-4408-b1a9-d19d24fd29ce
SIM,52,SUV,31,0.021079911074753405,1.0,6668c4a0-70a4-4012-a7da-709660971d7a
LSr,49,BST,14,0.021028874978497255,0.2562440568768836,5139ce2c-7d52-44bf-8129-692d61dd6403
PRNr,32,RSPd,20,0.02099935219002011,0.014241301281867801,3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b
ORBl,40,FRP,17,0.02092823342472196,0.014241301281867801,2e6e179c-fccc-4e8f-9448-ce5b6858a183
MARN,23,ICB,13,0.02092582835913362,1.0,25d1920e-a2af-4b6c-9f2e-fc6c65576544
SF,29,LSr,11,0.02088095730801504,0.014241301281867801,cef05f87-161b-4031-932c-6f47daf89698
RN,17,ProS,36,0.02074543133103038,0.014241301281867801,ca4ecb4c-4b60-4723-9b9e-2c54a6290a53
RSPagl,21,MD,77,0.020703396597834912,0.014241301281867801,510b1a50-825d-44ce-86f6-9678f5396e02
LSr,159,LPO,37,0.020665410836913617,0.014241301281867801,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a
MOp,51,RT,23,0.020631746307386255,0.014241301281867801,8c33abef-3d3e-4d42-9f27-445e9def08f9
DG,17,CA1,17,0.020593170442345272,0.014241301281867801,dc962048-89bb-4e6a-96a9-b062a2be1426
POST,11,SCm,79,0.02056923570544681,0.014241301281867801,fd03d365-91df-41e2-ad81-9e0e4b9f5c7b
CENT2,56,LAV,41,0.02056547489945075,0.014241301281867801,15948667-747b-4702-9d53-354ac70e9119
LP,61,SSp-tr,64,0.020444982414221772,0.014241301281867801,ebce500b-c530-47de-8cb1-963c552703ea
RSPd,16,RSPv,23,0.020425450789626806,1.0,f819d499-8bf7-4da0-a431-15377a8319d5
PPN,37,PRNc,28,0.020344403201203735,0.014241301281867801,97c1d08d-57b4-4595-8052-91eb84ebfd74
PAR,36,PRE,47,0.020244535363369214,0.014241301281867801,6274dda8-3a59-4aa1-95f8-a8a549c46a26
ANcr2,150,ANcr1,41,0.020101375238448096,0.014241301281867801,f88d4dd4-ccd7-400e-9035-fa00be3bcfa8
VPM,36,PO,107,0.020068470132642124,0.014241301281867801,f7335a49-4a98-46d2-a8ce-d041d2eac1d6
SI,11,ACB,17,0.019988914097192362,0.014241301281867801,5139ce2c-7d52-44bf-8129-692d61dd6403
ACAd,30,ACAv,25,0.019936208066925372,1.0,196a2adf-ff83-49b2-823a-33f990049c2e
CA1,11,DG,14,0.019846666387962387,0.014241301281867801,15b69921-d471-4ded-8814-2adad954bcd8
VISa,22,LP,14,0.01965467570634659,0.014241301281867801,54238fd6-d2d0-4408-b1a9-d19d24fd29ce
PL,51,AON,54,0.01962601430475987,0.014241301281867801,dfbe628d-365b-461c-a07f-8b9911ba83aa
VISp,13,DG,18,0.019622102372278696,0.014241301281867801,caa5dddc-9290-4e27-9f5e-575ba3598614
BMA,18,PAA,27,0.019569862424309484,0.014241301281867801,c7bd79c9-c47e-4ea5-aea3-74dda991b48e
DG,14,CA1,15,0.019487564507809033,0.014241301281867801,dda5fc59-f09a-4256-9fb5-66c67667a466
SSp-tr,39,SSs,19,0.019399622809161642,0.014241301281867801,3f859b5c-e73a-4044-b49e-34bb81e96715
LAV,29,CUL4 5,112,0.019295119635107286,0.014241301281867801,6668c4a0-70a4-4012-a7da-709660971d7a
SUV,31,SIM,52,0.019290255964326385,0.014241301281867801,6668c4a0-70a4-4012-a7da-709660971d7a
IRN,39,PPN,22,0.019190422355276095,0.014241301281867801,e012d3e3-fdbc-4661-9ffa-5fa284e4e706
IRN,39,PRNc,32,0.019185147835469527,0.014241301281867801,e012d3e3-fdbc-4661-9ffa-5fa284e4e706
SPVI,11,MDRN,27,0.019150679683668605,0.014241301281867801,1928bf72-2002-46a6-8930-728420402e01
SIM,52,LAV,29,0.018973152092334394,0.014241301281867801,6668c4a0-70a4-4012-a7da-709660971d7a
ACAd,30,TTd,40,0.018942876847474536,0.014241301281867801,259927fd-7563-4b03-bc5d-17b4d0fa7a55
RT,23,VPL,48,0.01894126060063672,0.014241301281867801,8c33abef-3d3e-4d42-9f27-445e9def08f9
VPM,78,PO,56,0.018926640052727615,0.014241301281867801,1a507308-c63a-4e02-8f32-3239a07dc578
CP,57,ACB,19,0.018915689853924996,0.014241301281867801,81a78eac-9d36-4f90-a73a-7eb3ad7f770b
IRN,25,PGRN,16,0.01891430869151228,0.014241301281867801,037d75ca-c90a-43f2-aca6-e86611916779
LSc,22,ACAd,35,0.01880025397201051,1.0,d2918f52-8280-43c0-924b-029b2317e62c
PPN,29,MRN,49,0.018798308024121944,0.014241301281867801,35eeb752-8f4f-4040-9714-ba0f5b7ccdfe
PCG,16,LDT,33,0.018772913166686975,1.0,26aa51ff-968c-42e4-85c8-8ff47d19254d
VAL,26,VM,27,0.018769082790124868,0.014241301281867801,5386aba9-9b97-4557-abcd-abc2da66b863
CA3,46,CA1,36,0.018648243404475035,0.014241301281867801,280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3
DG,12,CA1,13,0.018610586257530388,0.5936382276495704,8928f98a-b411-497e-aa4b-aa752434686d
LSc,23,SF,15,0.018603308735444433,0.014241301281867801,113c5b6c-940e-4b21-b462-789b4c2be0e5
ORBvl,160,DP,20,0.01848155775500173,0.014241301281867801,1191f865-b10a-45c8-9c48-24a980fd9402
PB,12,V,19,0.018398675489174617,0.014241301281867801,e349a2e7-50a3-47ca-bc45-20d1899854ec
MRN,63,ProS,27,0.018398216515030378,0.014241301281867801,5c0c560e-9e1f-45e9-b66e-e4ee7855be84
IRN,38,GRN,34,0.018390398715000224,0.014241301281867801,32d27583-56aa-4510-bc03-669036edad20
MOp,27,CP,107,0.01832821132868571,0.014241301281867801,ee8b36de-779f-4dea-901f-e0141c95722b
CP,60,PIR,17,0.018303739632309274,0.014241301281867801,6f09ba7e-e3ce-44b0-932b-c003fb44fb89
AUDd,18,AUDp,26,0.018300409126884073,0.014241301281867801,3f859b5c-e73a-4044-b49e-34bb81e96715
CENT2,56,SUV,39,0.018282488030882085,0.014241301281867801,15948667-747b-4702-9d53-354ac70e9119
ORBl,74,ACB,28,0.018273181945034484,0.014241301281867801,65f5c9b4-4440-48b9-b914-c593a5184a18
SSs,19,SSp-tr,39,0.018233677736858547,0.014241301281867801,3f859b5c-e73a-4044-b49e-34bb81e96715
SIM,125,IRN,23,0.01821941406400632,1.0,c4432264-e1ae-446f-8a07-6280abade813
APN,25,IP,27,0.018111450258572658,0.014241301281867801,c4432264-e1ae-446f-8a07-6280abade813
IC,31,PSV,14,0.018097281771401904,0.2933929408605402,a6fe44a8-07ab-49b8-81f9-e18575aa85cc
CUL4 5,112,IP,36,0.018013618725675317,0.014241301281867801,6668c4a0-70a4-4012-a7da-709660971d7a
PAG,14,SUB,25,0.018007272110687773,0.04080898366927816,fe1fd79f-b051-411f-a0a9-2530a02cc78d
VAL,30,LD,95,0.017988684174003854,0.014241301281867801,4364a246-f8d7-4ce7-ba23-a098104b96e4
POST,22,PRE,47,0.01791479009147225,0.02767001237569209,6274dda8-3a59-4aa1-95f8-a8a549c46a26
PRNc,21,P5,21,0.01791439983092021,0.0927901991890961,a1782f4f-86b0-480c-a7f2-3d8f1ab482ab
VPM,70,VPL,15,0.017905785705310567,0.05389974105348233,3663d82b-f197-4e8b-b299-7b803a155b84
LSr,31,SF,22,0.017717738655273617,0.014241301281867801,d2918f52-8280-43c0-924b-029b2317e62c
ORBm,53,ORBvl,82,0.017635026893376992,1.0,d33baf74-263c-4b37-a0d0-b79dcb80a764
CENT3,90,MRN,29,0.017619697609953258,0.014241301281867801,93ad879a-aa42-4150-83e1-38773c9785e4
SF,22,ACAv,34,0.01759602486152413,0.04080898366927816,d2918f52-8280-43c0-924b-029b2317e62c
PL,51,MOs,48,0.017569443529404975,1.0,dfbe628d-365b-461c-a07f-8b9911ba83aa
SIM,52,CUL4 5,112,0.01754506126831028,0.014241301281867801,6668c4a0-70a4-4012-a7da-709660971d7a
GRN,72,VISa,29,0.017544585824465053,0.014241301281867801,56b57c38-2699-4091-90a8-aba35103155e
LSr,36,ACAv,20,0.017531176869138534,0.014241301281867801,a4000c2f-fa75-4b3e-8f06-a7cf599b87ad
DP,20,ORBvl,82,0.017448743524779018,0.014241301281867801,d33baf74-263c-4b37-a0d0-b79dcb80a764
POST,22,PAR,36,0.01744761885757833,0.014241301281867801,6274dda8-3a59-4aa1-95f8-a8a549c46a26
GRN,68,MARN,16,0.017445491632369817,0.7326859799974674,671c7ea7-6726-4fbe-adeb-f89c2c8e489b
LSc,22,ACAv,34,0.017411320998634107,0.014241301281867801,d2918f52-8280-43c0-924b-029b2317e62c
LP,69,VISa,29,0.017391347638938157,0.014241301281867801,56b57c38-2699-4091-90a8-aba35103155e
RN,16,SCs,19,0.017381444752163865,0.014241301281867801,30e5937e-e86a-47e6-93ae-d2ae3877ff8e
ACAd,15,DP,19,0.01735202812074922,1.0,5ec72172-3901-4771-8777-6e9490ca51fc
LAV,41,CENT2,56,0.017301697410778596,1.0,15948667-747b-4702-9d53-354ac70e9119
ORBvl,111,DP,22,0.017285194381490575,0.014241301281867801,dd4da095-4a99-4bf3-9727-f735077dba66
PARN,34,SIM,125,0.01723684510036609,0.014241301281867801,c4432264-e1ae-446f-8a07-6280abade813
ORBvl,84,CP,104,0.01721905605006933,0.014241301281867801,8207abc6-6b23-4762-92b4-82e05bed5143
LSr,159,NDB,22,0.017218378611705568,0.014241301281867801,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a
SUV,18,SPVI,23,0.01719628125293146,0.014241301281867801,004d8fd5-41e7-4f1b-a45b-0d4ad76fe446
ORBm,55,ORBvl,61,0.017153838509658806,0.014241301281867801,4d8c7767-981c-4347-8e5e-5d5fffe38534
CP,43,VPM,21,0.017130040178200846,0.014241301281867801,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3
CP,136,MOp,67,0.017100818586000394,0.014241301281867801,626126d5-eecf-4e9b-900e-ec29a17ece07
MRN,74,SUB,23,0.01707815771847231,0.014241301281867801,8a3a0197-b40a-449f-be55-c00b23253bbf
PO,24,PF,17,0.017050532865990505,0.014241301281867801,15b69921-d471-4ded-8814-2adad954bcd8
GRN,23,CENT2,54,0.0170355755222772,0.014241301281867801,571d3ffe-54a5-473d-a265-5dc373eb7efc
LP,91,PO,150,0.016971233967198705,0.014241301281867801,0802ced5-33a3-405e-8336-b65ebc5cb07c
PPN,22,PRNc,32,0.01691405290957727,0.014241301281867801,e012d3e3-fdbc-4661-9ffa-5fa284e4e706
CENT3,20,SUV,39,0.016895079322103365,0.014241301281867801,15948667-747b-4702-9d53-354ac70e9119
EPv,41,GPe,93,0.016894101739660602,0.014241301281867801,ff4187b5-4176-4e39-8894-53a24b7cf36b
CA1,13,DG,12,0.01688425813466974,0.014241301281867801,8928f98a-b411-497e-aa4b-aa752434686d
PO,74,VPM,42,0.016841906095404167,0.014241301281867801,be164a14-6e73-42c3-ab60-d29c48693c0f
TRN,15,SCm,40,0.01681233973012189,0.014241301281867801,dd87e278-999d-478b-8cbd-b5bf92b84763
OT,24,AON,54,0.016764647974131797,1.0,3f6e25ae-c007-4dc3-aa77-450fd5705046
RSPv,24,RSPagl,15,0.01676185634459363,0.014241301281867801,eacc49a9-f3a1-49f1-b87f-0972f90ee837
VISpl,43,ENTm,135,0.01666874176352819,1.0,bda2faf5-9563-4940-a80f-ce444259e47b
VPLpc,43,PO,111,0.01666403622864389,0.014241301281867801,746d1902-fa59-4cab-b0aa-013be36060d5
CP,57,AId,17,0.01659700022074049,0.014241301281867801,81a78eac-9d36-4f90-a73a-7eb3ad7f770b
FN,36,CUL4 5,95,0.016501391796146923,0.10548360747277426,56bc129c-6265-407a-a208-cc16d20a6c01
LAV,29,SIM,52,0.016494811178314542,0.04080898366927816,6668c4a0-70a4-4012-a7da-709660971d7a
CP,44,RT,23,0.016466861689998696,0.014241301281867801,8c33abef-3d3e-4d42-9f27-445e9def08f9
VPM,68,LH,15,0.016443927202428446,0.02767001237569209,c557324b-b95d-414c-888f-6ee1329a2329
VAL,49,LD,14,0.016373408122536764,1.0,948fd27b-507b-41b3-bdf8-f9f5f0af8e0b
ZI,19,LH,15,0.01636323891180333,0.014241301281867801,c557324b-b95d-414c-888f-6ee1329a2329
PGRN,24,GRN,15,0.016361980617931416,1.0,e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1
IRN,47,PAG,12,0.01634275413792913,1.0,fece187f-b47f-4870-a1d6-619afe942a7d
SUV,18,IP,14,0.01630720813310236,0.014241301281867801,004d8fd5-41e7-4f1b-a45b-0d4ad76fe446
